timestamp,temperature,pressure,vibration,rpm,voltage,oil_pressure,failure,degradation_level
2026-03-21 13:43:02,62.29,85.71,2.394,2925.0,222.4,44.79,1,0.71
2026-03-21 14:43:02,57.51,87.28,2.31,3082.0,223.54,41.12,1,0.72
2026-03-21 15:43:02,63.66,88.77,2.285,2965.0,216.47,44.64,1,0.74
2026-03-21 16:43:02,60.74,90.48,2.194,2997.0,226.7,39.0,1,0.75
2026-03-21 17:43:02,61.35,91.27,2.448,3009.0,228.17,42.54,1,0.76
2026-03-21 18:43:02,64.35,92.74,2.554,3029.0,215.12,42.22,1,0.78
2026-03-21 19:43:02,64.87,84.35,2.567,3040.0,228.35,46.08,1,0.79
2026-03-21 20:43:02,63.07,86.76,2.535,3088.0,220.14,41.73,1,0.81
2026-03-21 21:43:02,64.67,94.95,2.445,2969.0,218.01,40.53,1,0.82
2026-03-21 22:43:02,65.96,88.23,2.516,3009.0,220.06,40.72,1,0.84
2026-03-21 23:43:02,63.43,90.83,2.692,2936.0,219.03,40.0,1,0.85
2026-03-22 00:43:02,63.23,85.34,2.734,2946.0,217.35,41.84,1,0.87
2026-03-22 01:43:02,65.56,84.67,2.709,3046.0,224.47,41.15,1,0.88
2026-03-22 02:43:02,64.02,83.6,2.638,2911.0,220.89,36.67,1,0.9
2026-03-22 03:43:02,64.23,88.1,2.722,2954.0,217.5,39.14,1,0.91
2026-03-22 04:43:02,63.6,85.0,2.755,2999.0,226.82,39.41,1,0.93
2026-03-22 05:43:02,66.34,85.36,2.804,3015.0,216.65,41.07,1,0.94
2026-03-22 06:43:02,63.05,86.85,2.895,2969.0,216.84,43.18,1,0.96
2026-03-22 07:43:02,64.21,82.6,3.183,2931.0,210.37,43.78,1,0.97
2026-03-22 08:43:02,64.73,86.51,3.018,3038.0,230.72,41.38,1,0.99
